isbn,section,title,page
9780321194367,10,Multinomial experiments and contingency tables,488
9780321194367,11,Analysis of variance,530
9780321194367,12,Nonparametric statistics,566
9780321194367,13,Life tables,610
9780321422095,Ch. 1,The Nature of Statistics,3
9780321422095,Ch. 2,Organizing Data,43
9780321422095,Ch. 3,Descriptive Measures,101
9780321422095,Ch. 4,Probability Concepts,181
9780321422095,Ch. 5,Discrete Random Variables,241
9780321422095,Ch. 6,The Normal Distribution,299
9780321422095,Ch. 7,The Sampling Distribution of the Mean,367
9780321422095,Ch. 8,Confidence Intervals for One Population Mean,403
9780321422095,Ch. 9,Hypothesis Tests for One Population Mean,445
9780321422095,Ch. 10,Inferences for Two Population Means,511
9780321422095,Ch. 11,Inferences for Population Proportions,565
9780321422095,Ch. 12,Chi-Square Procedures,599
9780321422095,Ch. 13,Descriptive Methods in Regression and Correlation,647
9780321422095,Ch. 14,Inferential Methods in Regression and Correlation,697
9780321500243,Ch. 1,Introduction to Statistics,2
9780321500243,Ch. 2,"Describing, Exploring, and Comparing Data",36
9780321500243,Ch. 3,Probability,120
9780321500243,Ch. 4,Probability Distributions,182
9780321500243,Ch. 5,Normal Probability Distributions,226
9780321500243,Ch. 6,Estimates and Sample Sizes,286
9780321500243,Ch. 7,Hypothesis Testing,344
9780321500243,Ch. 8,Inferences from Two Samples,412
9780321500243,Ch. 9,Correlation and Regression,474
9780321500243,Ch. 10,Multinomial Experiments and Contingency Tables,534
9780321500243,Ch. 11,Analysis of Variance,570
9780321500243,Ch. 12,Statistical Process Control,610
9780321500243,Ch. 13,Nonparametric Statistics,640
9780321500243,Ch. 14,Project and Epilogue,704
9780321500243,App. B,Data Sets,729
9780321500243,App. C,The Internet,750
9780321518187,Ch. 1,Introduction to Statistics,2
9780321518187,Ch. 2,"Describing, Exploring, and Comparing Data",36
9780321518187,Ch. 3,Probability,120
9780321518187,Ch. 4,Probability Distributions,182
9780321518187,Ch. 5,Normal Probability Distributions,226
9780321518187,Ch. 6,Estimates and Sample Sizes,286
9780321518187,Ch. 7,Hypothesis Testing,344
9780321518187,Ch. 8,Inferences from Two Samples,412
9780321518187,Ch. 9,Correlation and Regression,474
9780321518187,Ch. 10,Multinomial Experiments and Contingency Tables,534
9780321518187,Ch. 11,Analysis of Variance,570
9780321518187,Ch. 12,Statistical Process Control,610
9780321518187,Ch. 13,Nonparametric Statistics,640
9780321518187,Ch. 14,Project and Epilogue,704
9780321518187,App. B,Data Sets,729
9780321518187,App. C,The Internet,750
9780321522917,Ch. 1,Introduction to Statistics,2
9780321522917,Ch. 2,"Describing, Exploring, and Comparing Data",36
9780321522917,Ch. 3,Probability,120
9780321522917,Ch. 4,Probability Distributions,182
9780321522917,Ch. 5,Normal Probability Distributions,226
9780321522917,Ch. 6,Estimates and Sample Sizes,286
9780321522917,Ch. 7,Hypothesis Testing,344
9780321522917,Ch. 8,Inferences from Two Samples,412
9780321522917,Ch. 9,Correlation and Regression,474
9780321522917,Ch. 10,Multinomial Experiments and Contingency Tables,534
9780321522917,Ch. 11,Analysis of Variance,570
9780321522917,Ch. 12,Statistical Process Control,610
9780321522917,Ch. 13,Nonparametric Statistics,640
9780321522917,Ch. 14,Project and Epilogue,704
9780321522917,App. B,Data Sets,729
9780321522917,App. C,The Internet,750
9780321584755,1,Summary and Display of Data,1
9780321584755,2,Probability,62
9780321584755,3,Discrete Distributions,105
9780321584755,4,Continuous Distributions,180
9780321584755,5,Sampling Distribution Theory,237
9780321584755,6,Estimation,282
9780321584755,7,Tests of Statistical Hypotheses,336
9780321584755,8,Linear Models,414
9780321584755,9,Quality Improvement Through Statistical Methods,462
9780321584755,10,Nonparametric Methods,493
9780321584755,11,Multivariate Distributions,552
9780321584755,12,Theory of Statistical Inference,605
9780321584755,A,Review of Selected Mathematical Techniques,641
9780324312652,Ch. 1,Introduction,1
9780324312652,Ch. 2,Introduction to probability,29
9780324312652,Ch. 3,Probability distributions,59
9780324312652,Ch. 4,Decision analysis,96
9780324312652,Ch. 5,Utility and game theory,153
9780324312652,Ch. 6,Forecasting,179
9780324312652,Ch. 7,Introduction to linear programming,231
9780324312652,Ch. 8,Linear programming : sensitivity analysis and interpretation of solution,290
9780324312652,Ch. 9,Linear programming applications,348
9780324312652,Ch. 10,"Transportation, assignment, and transshipment problems",424
9780324312652,Ch. 11,Integer linear programming,472
9780324312652,Ch. 12,Project scheduling : PERT/CPM,517
9780324312652,Ch. 13,Inventory models,554
9780324312652,Ch. 14,Waiting line models,601
9780324312652,Ch. 15,Simulation,641
9780324312652,Ch. 16,Markov processes,700
9780324312652,Ch. 17,Multicriteria decisions,725
9780324312652,App. A,Binomial probabilities,768
9780324312652,App. B,Poisson probabilities,775
9780324312652,App. C,Areas for the standard normal distribution,781
9780324312652,App. D,Values of e[superscript -[lambda]],782
9780324312652,App. E,References and bibliography,783
9780324312652,App. F,Self-test solutions and answers to even-numbered problems,785
9780324568608,Ch. 1,Data and Statistics,1
9780324568608,Ch. 2,Descriptive Statistics: Tabular and Graphical Methods,23
9780324568608,Ch. 3,Descriptive Statistics: Numerical Methods,75
9780324568608,Ch. 4,Introduction to Probability,139
9780324568608,Ch. 5,Discrete Probability Distributions,185
9780324568608,Ch. 6,Continuous Probability Distributions,225
9780324568608,Ch. 7,Sampling and Sampling Distributions,255
9780324568608,Ch. 8,Interval Estimation,296
9780324568608,Ch. 9,Hypothesis Testing,337
9780324568608,Ch. 10,Comparisons Involving Means,387
9780324568608,Ch. 11,Comparisons Involving Proportions and a Test of Independence,446
9780324568608,Ch. 12,Simple Linear Regression,478
9780324568608,Ch. 13,Multiple Regression,547
9780333629680,1,Statistics in psychology,1
9780333629680,Part I,Making Sense of Basic Designs,15
9780333629680,2,Variables,17
9780333629680,3,Describing and summarising data,29
9780333629680,4,Seeing patterns in data: Comparing,44
9780333629680,5,Seeing patterns in data: Correlating,60
9780333629680,6,The relevance of probability,71
9780333629680,7,Statistical tests: Comparing,94
9780333629680,8,Statistical tests: Correlating,121
9780333629680,9,Experimentation in psychology,146
9780333629680,Part II,Making Sense of Bigger Designs,173
9780333629680,10,Seeing patterns in data: Comparing more than two groups,175
9780333629680,11,Statistical tests: Comparing more than two groups,187
9780333629680,Example 1,Independent groups,188
9780333629680,Example 2,Repeated measures,194
9780333629680,12,Seeing patterns in data: Comparisons involving more than one independent variable,206
9780333629680,13,Statistical tests: Comparing more than one independent variable,219
9780333629680,14,Relating: Multiple variables,233
9780333629680,15,Overview,259
9780387001364,1,An Introduction to MCMC,1
9780387001364,1.1,MCMC and spatial statistics,1
9780387001364,1.2,The Gibbs sampler,2
9780387001364,1.3,The Metropolis-Hastings algorithm,5
9780387001364,1.4,MCMC Theory,10
9780387001364,1.5,Practical implementation,14
9780387001364,1.6,An illustrative example,22
9780387001364,1.7,Appendix: Model determination using MCMC,29
9780387001364,2,An Introduction to Model-Based Geostatistics,43
9780387001364,2.1,Introduction,43
9780387001364,2.2,Examples of geostatistical problems,44
9780387001364,2.3,The general geostatistical model,45
9780387001364,2.4,The Gaussian Model,47
9780387001364,2.5,Parametric estimation of covariance structure,56
9780387001364,2.6,Plug-in prediction,61
9780387001364,2.7,Bayesian inference for the linear Gaussian model,63
9780387001364,2.8,A Case Study: the Swiss rainfall data,66
9780387001364,2.9,Generalised linear spatial models,71
9780387001364,2.10,Discussion,79
9780387001364,2.11,Software,81
9780387001364,2.12,Further reading,81
9780387001364,3,A Tutorial on Image Analysis,87
9780387001364,3.1,Introduction,87
9780387001364,3.2,Markov random field models,90
9780387001364,3.3,Models for binary and categorical images,92
9780387001364,3.4,Image estimators and the treatment of parameters,104
9780387001364,3.5,Grey-level images,117
9780387001364,3.6,High-level imaging,124
9780387001364,3.7,An example in ultrasound imaging,131
9780387001364,4,An Introduction to Simulation-Based Inference for Spatial Point Processes,143
9780387001364,4.1,Introduction,143
9780387001364,4.2,Illustrating examples,144
9780387001364,4.3,What is a spatial point process?,144
9780387001364,4.4,Poisson point processes,148
9780387001364,4.5,Summary statistics,151
9780387001364,4.6,Models and simulation-based inference for aggregated point patterns,160
9780387001364,4.7,Models and simulation-based inference for Markov point processes,171
9780387001364,4.8,Further reading and concluding remarks,188
9780387001609,1,The Special Manifolds and Related Multivariate Topics,1
9780387001609,2,Distributions on the Special Manifolds,27
9780387001609,3,Decompositions of the Special Manifolds,53
9780387001609,4,Distributional Problems in the Decomposition Theorems and the Sampling Theory,81
9780387001609,5,The Inference on the Parameters of the Matrix Langevin Distributions,109
9780387001609,6,Large Sample Asymptotic Theorems in Connection with Tests for Uniformity,133
9780387001609,7,Asymptotic Theorems for Concentrated Matrix Langevin Distributions,165
9780387001609,8,High Dimensional Asymptotic Theorems,187
9780387001609,9,Procrustes Analysis on the Special Manifolds,231
9780387001609,10,Density Estimation on the Special Manifolds,247
9780387001609,11,Measures of Orthogonal Association on the Special Manifolds,283
9780387001609,App. A,Invariant Polynomials with Matrix Arguments,295
9780387001609,App. B,Generalized Hermite and Laguerre Polynomials with Matrix Arguments,321
9780387001609,App. C,Edgeworth and Saddle-Point Expansions for Random Matrices,347
9780387002118,Pt. A,Simple Markovian Models,1
9780387002118,I,Markov Chains,3
9780387002118,II,Markov Jump Processes,39
9780387002118,III,Queueing Theory at the Markovian Level,60
9780387002118,IV,Queueing Networks and Insensitivity,114
9780387002118,Pt. B,Some General Tools and Methods,137
9780387002118,V,Renewal Theory,138
9780387002118,VI,Regenerative Processes,168
9780387002118,VII,Futher Topics in Renewal Theory and Regenerative Processes,186
9780387002118,VIII,Random Walks,220
9780387002118,IX,"Levy Processes, Reflection and Duality",244
9780387002118,Pt. C,Special Models and Methods,265
9780387002118,X,Steady-State Properties of GI/G/1,266
9780387002118,XI,Markov Additive Models,302
9780387002118,XII,Many-Server Queues,340
9780387002118,XIII,Exponential Change of Measure,352
9780387002118,XIV,"Dams, Inventories and Insurance Risk",380
9780387004259,1,Basic Notions of Probability Theory,1
9780387004259,2,Calculation of Expectations,25
9780387004259,3,"Convexity, Optimization, and Inequalities",49
9780387004259,4,Combinatorics,67
9780387004259,5,Combinatorial Optimization,85
9780387004259,6,Poisson Processes,103
9780387004259,7,Discrete-Time Markov Chains,127
9780387004259,8,Continuous-Time Markov Chains,151
9780387004259,9,Branching Processes,175
9780387004259,10,Martingales,199
9780387004259,11,Diffusion Processes,219
9780387004259,12,Poisson Approximation,249
9780387004259,13,Number Theory,267
9780387004549,1,Missing Outcomes,6
9780387004549,2,Instrumental Variables,26
9780387004549,3,Conditional Prediction with Missing Data,40
9780387004549,4,Contaminated Outcomes,60
9780387004549,5,"Regressions, Short and Long",73
9780387004549,6,Response-Based Sampling,87
9780387004549,7,Analysis of Treatment Response,99
9780387004549,8,Monotone Treatment Response,120
9780387004549,9,Monotone Instrumental Variables,141
9780387004549,10,The Mixing Problem,154
9780387008943,1,Introduction: Applications and Issues,1
9780387008943,2,"Applications to Learning, Repeated Games, State Dependent Noise, and Queue Optimization",29
9780387008943,3,"Applications in Signal Processing, Communications, and Adaptive Control",63
9780387008943,4,Mathematical Background,95
9780387008943,5,Convergence w.p.1: Martingale Difference Noise,117
9780387008943,6,Convergence w.p.1: Correlated Noise,161
9780387008943,7,Weak Convergence: Introduction,213
9780387008943,8,Weak Convergence Methods for General Algorithms,241
9780387008943,9,Applications: Proofs of Convergence,291
9780387008943,10,Rate of Convergence,315
9780387008943,11,Averaging of the Iterates,373
9780387008943,12,Distributed/Decentralized and Asynchronous Algorithms,395
9780387202686,1,Introduction,1
9780387202686,2,Feynman-Kac formulae,47
9780387202686,3,Genealogical and interacting particle models,95
9780387202686,4,Stability of Feynman-Kac semigroups,121
9780387202686,5,Invariant measures and related topics,157
9780387202686,6,Annealing properties,187
9780387202686,7,Asymptotic behavior,215
9780387202686,8,Propagation of chaos,253
9780387202686,9,Central limit theorems,291
9780387202686,10,Large-deviation principles,331
9780387202686,11,Feynman-Kac and interacting particle recipes,387
9780387202686,12,Applications,427
9780387202709,1,Introduction,1
9780387202709,2,Probability and statistical models,7
9780387202709,3,Returns,75
9780387202709,4,Time series models,101
9780387202709,5,Portfolio theory,137
9780387202709,6,Regression,169
9780387202709,7,The capital asset pricing model,225
9780387202709,8,Options pricing,257
9780387202709,9,Fixed income securities,301
9780387202709,10,Resampling,327
9780387202709,11,Value-at-risk,345
9780387202709,12,GARCH models,363
9780387202709,13,Nonparametric regression and splines,397
9780387202709,14,Behavioral finance,435
9780387202754,1,Introduction,1
9780387202754,2,Exploratory and descriptive methods,7
9780387202754,3,Basic statistical methods,29
9780387202754,4,Linear regression,69
9780387202754,5,Predictor selection,133
9780387202754,6,Logistic regression,157
9780387202754,7,Survival analysis,211
9780387202754,8,Repeated measures analysis,253
9780387202754,9,Generalized linear models,291
9780387202754,10,Complex surveys,305
9780387202754,11,Summary,317
9780387202860,1,Univariate Exploratory Data Analysis,3
9780387202860,2,Multivariate Data Exploration,49
9780387202860,3,Parametric Regression,105
9780387202860,4,Local & Nonparametric Regression,175
9780387202860,5,"Time Series Models: AR, MA, ARMA, & All That",239
9780387202860,6,"Multivariate Time Series, Linear Systems & Kalman Filtering",311
9780387202860,7,Nonlinear Time Series: Models and Simulation,353
9780387202860,App,An Introduction to s and s-Plus,411
9780387203294,1,Introduction and the Shrinkage Argument,1
9780387203294,2,Matching Priors for Posterior Quantiles,9
9780387203294,3,Matching Priors for Distribution Functions,53
9780387203294,4,Matching Priors for Highest Posterior Density Regions,65
9780387203294,5,Matching Priors for Other Credible Regions,79
9780387203294,6,Matching Priors for Prediction,99
9780387228334,1,Introductory measure theory,1
9780387228334,2,Random variables,25
9780387228334,3,Inequalities,119
9780387228334,4,Characteristic functions,157
9780387228334,5,Convergence,201
9780387228334,6,The law of large numbers,265
9780387228334,7,The central limit theorem,329
9780387228334,8,The law of the iterated logarithm,383
9780387228334,9,Limit theorems; extensions and generalizations,423
9780387228334,10,Martingales,467
9780387241579,1,Introduction,1
9780387241579,2,Computer simulation,13
9780387241579,3,Basic probability,37
9780387241579,4,Conditional probability,73
9780387241579,5,Discrete random variables,105
9780387241579,6,Expected values for discrete random variables,133
9780387241579,7,Multiple discrete random variables,167
9780387241579,8,Conditional probability mass functions,215
9780387241579,9,Discrete N-dimensional random variables,247
9780387241579,10,Continuous random variables,285
9780387241579,11,Expected values for continuous random variables,343
9780387241579,12,Multiple continuous random variables,377
9780387241579,13,Conditional probability density functions,433
9780387241579,14,Continuous N-dimensional random variables,457
9780387241579,15,Probability and moment approximations using limit theorems,485
9780387241579,16,Basic random processes,515
9780387241579,17,Wide sense stationary random processes,547
9780387241579,18,Linear systems and wide sense stationary random processes,597
9780387241579,19,Multiple wide sense stationary random processes,641
9780387241579,20,Gaussian random processes,673
9780387241579,21,Poisson random processes,711
9780387241579,22,Markov chains,739
9780387245294,1,The nature of chance and probability,15
9780387245294,2,"Towards ""probability literacy"" for all citizens : building blocks and instructional dilemmas",39
9780387245294,3,An overview of research into the teaching and learning of probability,65
9780387245294,4,Characteristics of elementary school students' probabilistic thinking,95
9780387245294,5,Combinatorics and the development of children's combinatorial reasoning,121
9780387245294,6,The probabilistic reasoning of middle school students,145
9780387245294,7,How do teachers foster students' understanding of probability?,171
9780387245294,8,Dealing with compound events,191
9780387245294,9,How can teachers build notions of conditional probability and independence?,215
9780387245294,10,What is the nature of high school students' conceptions and misconceptions about probability?,241
9780387245294,11,Probability and statistical inference : how can teachers enable learners to make the connection?,267
9780387245294,12,"Teaching and learning the mathematization of uncertainty : historical, cultural, social and political contexts",297
9780387245294,13,Assessing probabilistic thinking and reasoning,325
9780387245294,14,Probability in teacher education and development,345
9780387251158,1,The basic symmetries,24
9780387251158,2,Conditioning and martingales,69
9780387251158,3,Convergence and approximation,125
9780387251158,4,Predictable sampling and mapping,169
9780387251158,5,Decoupling identities,209
9780387251158,6,Homogeneity and reflections,255
9780387251158,7,Symmetric arrays,300
9780387251158,8,Multi-variate rotations,350
9780387251158,9,Symmetric measures in the plane,401
9780387251158,App. A1,Decomposition and selections,440
9780387251158,App. A2,Weak convergence,445
9780387251158,App. A3,Multiple stochastic integrals,449
9780387251158,App. A4,Complete monotonicity,457
9780387251158,App. A5,Palm and Papangelou kernels,459
9780387251455,1,Introduction,1
9780387251455,2,Estimating the CDF and statistical functionals,13
9780387251455,3,The bootstrap and the jackknife,27
9780387251455,4,Smoothing : general concepts,43
9780387251455,5,Nonparametric regression,61
9780387251455,6,Density estimation,125
9780387251455,7,Normal means and minimax theory,145
9780387251455,8,Nonparametric inference using orthogonal functions,183
9780387251455,9,Wavelets and other adaptive methods,197
9780387251455,10,Other topics,227
9780387260457,I,Deterministic optimal control,1
9780387260457,II,Viscosity solutions,57
9780387260457,III,Optimal control of Markov processes : classical solutions,119
9780387260457,IV,Controlled Markov diffusions in IR[superscript n],151
9780387260457,V,Viscosity solutions : second-order case,199
9780387260457,VI,Logarithmic transformations and risk sensitivity,227
9780387260457,VII,Singular perturbations,261
9780387260457,VIII,Singular stochastic control,293
9780387260457,IX,Finite difference numerical approximations,321
9780387260457,X,Applications to finance,347
9780387260457,XI,Differential games,375
9780387260457,A,Duality relationships,397
9780387260457,B,Dynkin's formula for random evolutions with Markov chain parameters,399
9780387260457,C,Extension of Lipschitz continuous functions; smoothing,401
9780387260457,D,Stochastic differential equations : random coefficients,403
9780387261096,1,Introduction,1
9780387261096,2,Graphical user interface,9
9780387261096,3,A first session,73
9780387261096,4,A second session,95
9780387261096,5,Graphics,125
9780387261096,6,Trellis graphics,153
9780387261096,7,Exploring data,193
9780387261096,8,Statistical modeling,251
9780387261096,9,Programming,285
9780387261096,10,Object-oriented programming,323
9780387261096,11,Input and output,349
9780387261096,12,Tips and tricks,363
9780387261096,13,S-PLUS internals,401
9780387261096,14,Information sources on and around S-PLUS,413
9780387261096,15,R,417
9780387261096,16,Bibliography,425
9780387277301,1,Background material and preliminaries,3
9780387277301,2,Independence and strong convergence,33
9780387277301,3,Conditioning and some dependence classes,103
9780387277301,4,Probability distributions and characteristic functions,223
9780387277301,5,Weak limit laws,291
9780387277301,6,"Stopping times, martingales, and convergences",411
9780387277301,7,Limit laws for some dependent sequences,429
9780387277301,8,A glimpse of stochastic processes,459
9780387284545,1,Introduction,1
9780387284545,2,Elementary probabilities,7
9780387284545,3,Random variables,55
9780387284545,4,Random vectors,157
9780387284545,5,Stochastic processes,221
9780387284545,6,Estimation and testing,253
9780387284545,7,Simple linear regression,307
9780387284545,App,Mathematical formulas,339
9780387284545,App. B,Quantiles of the sampling distributions,341
9780387284545,App. C,Classification of the exercises,345
9780387286594,1,Introduction,1
9780387286594,2,Definitions and basic properties,7
9780387286594,3,Methods of constructing copulas,51
9780387286594,4,Archimedean copulas,109
9780387286594,5,Dependence,157
9780387286594,6,Additional topics,227
9780387291666,1,Directed circuits,3
9780387291666,2,Genesis of Markov chains by circuits : the circuit chains,17
9780387291666,3,Cycle representations of recurrent denumerable Markov chains,29
9780387291666,4,Circuit representations of finite recurrent Markov chains,55
9780387291666,5,Continuous parameter circuit processes with finite state space,73
9780387291666,6,Spectral theory of circuit processes,93
9780387291666,7,Higher-order circuit processes,101
9780387291666,8,Cycloid Markov processes,131
9780387291666,9,Markov processes on Banach spaces on cycles,145
9780387291666,10,The cycle measures,163
9780387291666,11,Wide-ranging interpretations of the cycle representations of Markov processes,187
9780387291666,1,Stochastic properties in terms of circuits,207
9780387291666,2,Levy's theorem concerning positiveness of transition probabilities,225
9780387291666,3,The rotational theory of Markov processes,231
9780387293172,1,Characteristics of time series,1
9780387293172,2,Time series regression and exploratory data analysis,48
9780387293172,3,ARIMA models,84
9780387293172,4,Spectral analysis and filtering,174
9780387293172,5,Additional time domain topics,271
9780387293172,6,State-space models,324
9780387293172,7,Statistical methods in the frequency domain,412
9780387293172,App. A,Large sample theory,501
9780387293172,App. B,Time domain theory,522
9780387293172,App. C,Spectral domain theory,534
9780387310732,1,Introduction,1
9780387310732,2,Probability distributions,67
9780387310732,3,Linear models for regression,137
9780387310732,4,Linear models for classification,179
9780387310732,5,Neural networks,225
9780387310732,6,Kernel methods,291
9780387310732,7,Sparse kernel machines,325
9780387310732,8,Graphical models,359
9780387310732,9,Mixture models and EM,423
9780387310732,10,Approximate inference,461
9780387310732,11,Sampling methods,523
9780387310732,12,Continuous latent variables,559
9780387310732,13,Sequential data,605
9780387310732,14,Combining models,653
9780387314099,1,Asymptotics in general,1
9780387314099,2,Characteristic functions and the Berry-Esseen theorem,7
9780387314099,3,Edgeworth series,31
9780387314099,4,Saddlepoint series for densities,63
9780387314099,5,Saddlepoint series for distribution functions,89
9780387314099,6,Multivariate expansions,109
9780387314099,7,Conditional distribution approximations,139
9780387314099,8,"Applications to Wald, likelihood ratio, and maximum likelihood statistics",165
9780387314099,9,Other topics,189
9780387314099,10,Computational aids,199
9780387329031,1,Measures,9
9780387329031,2,Integration,39
9780387329031,3,L[superscript p]-spaces,83
9780387329031,4,Differentiation,113
9780387329031,5,"Product measures, convolutions, and transforms",147
9780387329031,6,Probability spaces,189
9780387329031,7,Independence,219
9780387329031,8,Laws of large numbers,237
9780387329031,9,Convergence in distribution,287
9780387329031,10,Characteristic functions,317
9780387329031,11,Central limit theorems,343
9780387329031,12,Conditional expectation and conditional probability,383
9780387329031,13,Discrete parameter martingales,399
9780387329031,14,Markov chains and MCMC,439
9780387329031,15,Stochastic processes,487
9780387329031,16,Limit theorems for dependent processes,509
9780387329031,17,The bootstrap,533
9780387329031,18,Branching processes,561
9780387329031,A,Advanced calculus : a review,573
9780387402703,1,Introduction and motivation,1
9780387402703,2,Data and statistics,11
9780387402703,3,Statistics concepts,21
9780387402703,4,Graphs,63
9780387402703,5,Introductory inference,91
9780387402703,6,One-way analysis of variance,123
9780387402703,7,Multiple comparisons,155
9780387402703,8,Linear regression by least squares,187
9780387402703,9,Multiple regression - more than one predictor,215
9780387402703,10,Multiple regression - dummy variables and contrasts,267
9780387402703,11,Multiple regression - regression diagnostics,297
9780387402703,12,Two-way analysis of variance,329
9780387402703,13,Design of experiments - factorial designs,381
9780387402703,14,Design of experiments - complex designs,429
9780387402703,15,Bivariate statistics - discrete data,487
9780387402703,16,Nonparametrics,511
9780387402703,17,Logistic regression,527
9780387402703,18,Time series analysis,565
9780387402703,A,Software,623
9780387402703,B,S-plus and R,631
9780387402703,C,SAS,649
9780387402703,D,Probability distributions,657
9780387402703,E,Editors,663
9780387402703,F,Mathematics preliminaries,683
9780387402703,G,Graphs based on Cartesian products,703
9780387402727,1,Probability,3
9780387402727,2,Random Variables,19
9780387402727,3,Expectation,47
9780387402727,4,Inequalities,63
9780387402727,5,Convergence of Random Variables,71
9780387402727,6,"Models, Statistical Inference and Learning",87
9780387402727,7,Estimating the CDF and Statistical Functionals,97
9780387402727,8,The Bootstrap,107
9780387402727,9,Parametric Inference,119
9780387402727,10,Hypothesis Testing and p-values,149
9780387402727,11,Bayesian Inference,175
9780387402727,12,Statistical Decision Theory,193
9780387402727,13,Linear and Logistic Regression,209
9780387402727,14,Multivariate Models,231
9780387402727,15,Inference About Independence,239
9780387402727,16,Causal Inference,251
9780387402727,17,Directed Graphs and Conditional Independence,263
9780387402727,18,Undirected Graphs,281
9780387402727,19,Log-Linear Models,291
9780387402727,20,Nonparametric Curve Estimation,303
9780387402727,21,Smoothing Using Orthogonal Functions,327
9780387402727,22,Classification,349
9780387402727,23,Probability Redux: Stochastic Processes,381
9780387402727,24,Simulation Methods,403
9780387406077,1,"Classes of Sets, Measures, and Probability Spaces",1
9780387406077,2,Binomial Random Variables,30
9780387406077,3,Independence,54
9780387406077,4,Integration in a Probability Space,84
9780387406077,5,Sums of Independent Random Variables,113
9780387406077,6,"Measure Extensions, Lebesgue-Stieltjes Measure, Kolmogorov Consistency Theorem",165
9780387406077,7,"Conditional Expectation, Conditional Independence, Introduction to Martingales",210
9780387406077,8,Distribution Functions and Characteristic Functions,270
9780387406077,9,Central Limit Theorems,313
9780387406077,10,Limit Theorems for Independent Random Variables,354
9780387406077,11,Martingales,404
9780387406077,12,Infinitely Divisible Laws,444
9780387940717,1,Probability,15
9780387940717,2,Random Variables,43
9780387940717,3,Independence,71
9780387940717,4,Expectation,101
9780387940717,5,Convergence of Sequences of Random Variables,135
9780387940717,6,Characteristic Functions,163
9780387940717,7,Classical Limit Theorems,183
9780387940717,8,Prediction and Conditional Expectation,217
9780387940717,9,Martingales,243
9780387941615,1,Welcoming problems,1
9780387941615,2,Basic probability theory I,13
9780387941615,3,Basic probability theory II,23
9780387941615,4,Topics from early days I,33
9780387941615,5,Topics from early days II,44
9780387941615,6,Random permutations,62
9780387941615,7,Miscellaneous I,79
9780387941615,8,Poisson approximation,92
9780387941615,9,Miscellaneous II,103
9780387941615,10,Random walks,115
9780387941615,11,Urn models,133
9780387941615,12,Cover times,146
9780387941615,13,Markov chains,156
9780387941615,14,Patterns,173
9780387941615,15,Embedding procedures,186
9780387941615,16,Special topics,199
9780387941615,17,Farewell problems,214
9780387944098,I,Measurable Spaces and Integrable Functions,1
9780387944098,II,Borel Measures and Radon Measures,17
9780387944098,III,Fourier Analysis,49
9780387944098,IV,Hilbert Space Methods and Limit Theorems in Probability Theory,79
9780387944098,V,Gaussian Sobolev Spaces and Stochastic Calculus of Variations,133
9780387944159,1,"Cars, Goats, and Sample Spaces",1
9780387944159,2,How to Count: Birthdays and Lotteries,13
9780387944159,3,Conditional Probability: From Kings to Prisoners,21
9780387944159,4,The Formula of Thomas Bayes and Other Matters,31
9780387944159,5,"The Idea of Independence, with Applications",41
9780387944159,6,A Little Bit About Games,55
9780387944159,7,"Random Variables, Expectations, and More About Games",61
9780387944159,8,"Baseball Cards, The Law of Large Numbers, and Bad News for Gamblers",77
9780387944159,9,From Traffic to Chocolate Chip Cookies with the Poisson Distribution,95
9780387944159,10,The Desperate Case of the Gambler's Ruin,103
9780387944159,11,"Breaking Sticks, Tossing Needles, and More: Probability on Continuous Sample Spaces",111
9780387944159,12,"Normal Distributions, and Order from Diversity via the Central Limit Theorem",127
9780387944159,13,Random Numbers: What They Are and How to Use Them,141
9780387944159,14,Computers and Probability,157
9780387944159,15,Statistics: Applying Probability to Make Decisions,169
9780387944159,16,Roaming the Number Line with a Markov Chain: Dependence,187
9780387944159,17,"The Brownian Motion, and Other Processes in Continuous Time",203
9780387944210,I,Measurable Spaces and Integrable Functions,1
9780387944210,II,Borel Measures and Radon Measures,17
9780387944210,III,Fourier Analysis,49
9780387944210,IV,Hilbert Space Methods and Limit Theorems in Probability Theory,79
9780387944210,V,Gaussian Sobolev Spaces and Stochastic Calculus of Variations,133
9780387944289,Ch. 1,Second-Order Stationary Models on Z[superscript d],1
9780387944289,Ch. 2,Gibbs and Markovian Fields,43
9780387944289,Ch. 3,Limit Theorems and Parametric Estimation for Fields,107
9780387944289,Ch. 4,Estimation for Second-Order Processes,137
9780387944289,Ch. 5,Estimation of Gibbs Fields,173
9780387944289,Ch. 6,Stochastic Algorithms,207
9780387944524,1,Introduction,1
9780387944524,I,Probability,15
9780387944524,2,Randomness and Probability,17
9780387944524,3,Combinatorics,45
9780387944524,4,Random Variables and Distributions,101
9780387944524,5,Expectation and Fundamental Theorems,167
9780387944524,II,Stochastic Processes,233
9780387944524,6,The Poisson Process and Renewal Theory,235
9780387944524,7,The M/G/1 Queue,283
9780387944524,8,Markov Processes,329
9780387944524,9,Matrix Geometric Solutions,391
9780387944524,10,Queueing Networks,429
9780387944524,11,Epilogue and Special Topics,503
9780387945156,Ch. 1,Introduction,1
9780387945156,Ch. 2,Theory for the Jackknife,23
9780387945156,Ch. 3,Theory for the Bootstrap,71
9780387945156,Ch. 4,Bootstrap Confidence Sets and Hypothesis Tests,129
9780387945156,Ch. 5,Computational Methods,190
9780387945156,Ch. 6,Applications to Sample Surveys,232
